,hhid,_merge,check_dist,gt30
761,7110117119,60.5,2011142115,uuid:8b44b3b2-f5da-4f94-aef6-552bf36c2977
762,62226104,,,
763,7110115118,,,
764,62234118,,,
765,62226118,,,
766,62676102,2020-12-12 13:08:59,2020-12-11 10:08:01,2020-12-11 07:40:16
767,7114157111,,,
768,62553112,2020-11-26 05:05:00,,
769,7110121102,2020-12-06 02:26:25,2020-12-06 03:39:39,2020-12-06 02:24:00
770,62784106,,,
771,62223124,1.0,0.0,0.0
772,62223116,3446,57.63333333333333,2011201316
773,7114156125,,,
774,7114144123,,,
775,7114155117,,1.0,0.0
776,7112135125,,,
777,7114152111,,1.0,0.0
778,7110119115,,,
779,62675110,,,
780,11618502,,,
781,62676121,,,
782,62227116,,,
783,62226107,35.666666666666664,2011201316,uuid:928b880e-ee6a-44bf-8d09-92c188a016dc
784,62786104,,,
785,7112130106,2020-12-19 02:06:43,2020-12-19 03:12:49,2020-12-19 02:10:00
786,11618219,,,
787,7112134115,4.6,13:56:32,3393
788,7112136120,,,
789,62558115,,,
790,62225109,,,
791,7110115123,,,
792,719112105,2020-11-27 15:33:24,2020-11-27 10:13:15,2020-11-27 11:33:11
793,7112132117,,,
794,62229120,2020-12-04 07:17:00,,
795,7114146107,,,
796,7110122104,,,
797,7110118116,,,
798,719114123,,,
799,7114144125,,,
800,62229123,uuid:b71e91f9-eb0a-48a2-bbdb-aaafb34edf56,2020-12-06 02:19:34,2020-12-04 08:14:03
801,62785117,,,
802,719114105,2020-11-24 03:39:39,2020-11-20 12:28:10,2020-11-20 13:28:49
803,11618109,,,
804,719108124,,,
805,62560111,,,
806,62225107,,,
807,7112131111,,,
808,719110117,2020-11-26 05:43:19,2020-11-26 07:03:44,2020-11-26 05:50:00
809,62785112,,,
810,7110118105,,,
811,7112135117,,,
812,62224125,,,
813,62783127,,,
814,62678106,2020-12-16 14:36:20,2020-12-16 07:20:37,2020-12-16 05:15:13
815,62556124,2011201316,uuid:b0ef499d-75b2-40ff-a66b-b14548e3c6bb,2020-12-02 05:47:17
816,7110115116,,,
817,62225106,,,
818,7114144122,,,
819,62787127,,,
820,7112134113,,,
821,7112136126,,,
822,62555107,,,
823,62790105,,,
824,7114146114,2020-11-28 08:07:00,,
825,62552105,,,
826,719108123,,,
827,62551124,2020-11-28 03:19:00,,
828,62226127,2020-12-21 03:41:31,2020-12-15 03:11:14,2020-12-15 03:55:28
829,7112130104,2020-12-19 06:05:35,2020-12-19 05:13:00,
830,719109101,,,
831,62223115,,,
832,7112136108,2020-12-16 06:26:17,2020-12-16 05:29:00,
833,62676105,,,
834,719111104,2020-11-24 03:44:56,2020-11-23 03:22:07,2020-11-23 04:30:59
835,62792108,,,
836,62229117,,,
837,62558105,,,
838,62226115,,1.0,0.0
839,719107121,,,
840,62560108,2011201316,uuid:0e1f05b4-b11b-48b4-86a2-9909dcc50020,2020-12-11 09:37:26
841,62560118,1.0,0.0,0.0
842,62560121,41.61666666666667,2011201316,uuid:266b0877-7127-4943-af15-b4ecc411582a
843,7110116124,,,
844,62222104,,,1.0
845,719113104,,,
846,7110118114,,,
847,7114157108,,,
848,7110118126,,,
849,62785120,2020-12-19 04:28:10,2020-12-19 05:38:24,2020-12-19 04:32:00
850,62231102,,,
851,62553125,28.680933,1749.0,4.9
852,62789112,,,
853,62553118,2898,48.43333333333333,2011201316
854,62232126,,,
855,62553123,,,
856,62676124,,,
857,62550108,,1.0,0.0
858,62783122,,,
859,62789103,4083,-3.1247382,28.33462
860,62223114,,,
861,62237125,2011201316,uuid:88f9539b-68b4-47fc-a63a-215e9167ceaf,2020-12-06 01:45:09
862,62788105,2020-11-25 03:50:00,,
863,62785128,,,
864,62551111,,,
865,62237112,,,
866,62234107,,,
867,62558124,,,
868,62237119,,,
869,7114157113,,,
870,62223101,,,
871,62225104,,,
872,62228108,2011201316,uuid:2a8f77b3-eb46-4cea-a7f4-e441f0d78a4d,2020-12-21 03:40:27
873,62677124,2021-01-12 09:36:41,2020-12-21 06:59:15,2020-12-21 05:53:00
874,7114157101,,,
875,62224102,31.816666666666666,2011201316,uuid:e3650af0-c5ea-4d95-badb-66d72aaa88d2
876,62677101,,,
877,62233110,,,
878,62558123,,,
879,719111107,2020-11-23 06:56:27,2020-11-23 08:25:00,2020-11-23 07:09:00
880,62553128,,,
881,62230107,,,
882,62235105,,,
883,62552103,2020-12-08 06:18:14,2020-12-08 07:32:29,2020-12-08 06:27:00
884,62234122,,,
885,62234127,,,
886,62234116,,,
887,62676120,,,
888,62675101,,,
